gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_original,reading_score_original,writing_score_original,gender_original,race/ethnicity_original,parental_level_of_education_original,lunch_original,test_preparation_course_original,math_score_binned
0,2,0,0,1,-0.11823528208332405,0.5233784457839912,0.37115191608077835,65,77,74,female,group C,associate's degree,free/reduced,none,1
1,2,4,0,1,-0.11823528208332405,-0.843168147012844,-1.3625783722253024,65,58,49,male,group C,some college,free/reduced,none,1
0,2,0,0,1,-0.9554344787379528,-0.6273976323607121,-0.46103862230614046,53,61,62,female,group C,associate's degree,free/reduced,none,0
1,2,1,0,1,-2.071700074277458,-0.9870151567809319,-1.501276795289789,37,56,47,male,group C,bachelor's degree,free/reduced,none,0
0,3,1,1,1,0.8584971140137428,1.3864605043925187,1.4113900890644269,79,89,89,female,group D,bachelor's degree,standard,none,1
1,3,0,0,1,-0.9554344787379528,-1.1308621665490197,-1.4319275837575458,53,54,48,male,group D,associate's degree,free/reduced,none,0
0,4,1,1,1,2.3235957081593432,2.1776190581170023,2.1742314159191025,100,100,100,female,group E,bachelor's degree,standard,none,2
1,1,2,1,0,0.3701309159652094,-0.3397036128245363,-0.044943353112681036,72,65,68,male,group B,high school,standard,completed,1
1,2,1,0,1,-0.9554344787379528,-0.843168147012844,-0.9464831030318431,53,58,55,male,group C,bachelor's degree,free/reduced,none,0
1,1,4,0,1,-0.8856678790167338,-1.1308621665490197,-1.6399752183542755,54,54,45,male,group B,some college,free/reduced,none,0
0,4,4,1,1,0.30036431624399035,0.019913911595683467,0.5098503391452649,71,70,76,female,group E,some college,standard,none,1
0,2,4,0,1,0.7189639145713047,1.4583840092765625,1.5500885121289134,77,90,91,female,group C,some college,free/reduced,none,1
1,0,1,1,0,0.5794307151288666,-0.843168147012844,-0.46103862230614046,75,58,62,male,group A,bachelor's degree,standard,completed,1
0,2,4,1,1,1.2073301126198381,1.2426134946244307,1.5500885121289134,84,87,91,female,group C,some college,standard,none,2
1,0,2,0,0,0.3701309159652094,-0.1958566030564484,-0.25299098770941075,72,67,65,male,group A,high school,free/reduced,completed,1
0,0,2,0,0,0.7189639145713047,1.3145369995084746,1.133993242935454,77,88,85,female,group A,high school,free/reduced,completed,1
1,2,4,1,1,1.6956963106683718,0.3076079311318593,0.5098503391452649,91,74,76,male,group C,some college,standard,none,2
0,2,0,1,0,1.1375635128986192,1.0987664848563428,1.4807393005966702,83,85,90,female,group C,associate's degree,standard,completed,2
0,2,2,1,1,-0.2577684815257622,-0.05200959328836049,0.37115191608077835,63,69,74,female,group C,high school,standard,none,1
0,2,0,1,0,0.09106451708033314,1.1706899897403868,1.0646440314032108,68,86,84,female,group C,associate's degree,standard,completed,1
0,3,5,1,1,-0.5368348804106384,-0.1958566030564484,-0.5303878338383837,59,67,61,female,group D,some high school,standard,none,0
0,1,0,1,0,1.6259297109471527,1.4583840092765625,1.5500885121289134,90,90,91,female,group B,associate's degree,standard,completed,2
0,3,1,1,0,0.30036431624399035,0.4514549408999472,0.9952948198709675,71,76,83,female,group D,bachelor's degree,standard,completed,1
1,4,1,1,0,0.6491973148500857,-0.5554741274766681,-0.1836417761771675,76,62,66,male,group E,bachelor's degree,standard,completed,1
1,3,0,1,1,0.928263713734962,-0.12393309817240444,0.2324534930162919,80,68,72,male,group D,associate's degree,standard,none,2
0,3,3,1,1,-0.8159012792955147,-0.41162711770858024,0.09375506995180544,55,64,70,female,group D,master's degree,standard,none,0
1,4,0,1,1,0.6491973148500857,0.09183741647972742,-0.11429256464492427,76,71,67,male,group E,associate's degree,standard,none,1
1,1,2,1,0,0.4398975156864285,0.09183741647972742,-0.044943353112681036,73,71,68,male,group B,high school,standard,completed,1
0,3,0,0,1,-1.0252010784591719,-0.7712446421288001,-0.8771338914995999,52,59,56,female,group D,associate's degree,free/reduced,none,0
1,2,4,0,1,0.09106451708033314,-0.12393309817240444,-0.5303878338383837,68,68,61,male,group C,some college,free/reduced,none,1
1,0,2,1,1,-0.5368348804106384,-1.2747091763171077,-1.5706260068220321,59,52,46,male,group A,high school,standard,none,0
0,1,0,1,1,-1.2345008776228292,-1.2747091763171077,-1.0158323145640864,49,52,54,female,group B,associate's degree,standard,none,0
1,2,2,1,1,0.23059771652277128,0.3076079311318593,0.16310428148404868,70,74,71,male,group C,high school,standard,none,1
1,3,4,0,1,-0.39730168096820034,-1.6343267007373274,-0.8771338914995999,61,47,56,male,group D,some college,free/reduced,none,1
0,2,0,0,1,-0.4670682806894194,0.3795314360159032,0.37115191608077835,60,75,74,female,group C,associate's degree,free/reduced,none,0
1,1,5,1,0,-0.18800188180454314,-1.2027856714330638,-0.8077846799673566,64,53,57,male,group B,some high school,standard,completed,1
1,0,0,0,0,0.8584971140137428,0.882995970204211,0.9259456083387243,79,82,82,male,group A,associate's degree,free/reduced,completed,1
0,0,0,0,1,-0.11823528208332405,1.0987664848563428,0.5098503391452649,65,85,76,female,group A,associate's degree,free/reduced,none,1
0,2,0,1,1,-0.18800188180454314,-0.41162711770858024,0.09375506995180544,64,64,70,female,group C,associate's degree,standard,none,1
0,2,4,1,1,1.1375635128986192,0.9549194750882549,1.4807393005966702,83,83,90,female,group C,some college,standard,none,2
0,2,1,1,1,0.998030313456181,1.3145369995084746,1.4807393005966702,81,88,90,female,group C,bachelor's degree,standard,none,2
0,1,2,1,1,-0.8856678790167338,-0.41162711770858024,-0.044943353112681036,54,64,68,female,group B,high school,standard,none,0
1,3,2,1,0,0.09106451708033314,-0.41162711770858024,-0.1836417761771675,68,64,66,male,group D,high school,standard,completed,1
0,2,4,1,1,-0.8856678790167338,-1.5624031958532836,-1.1545307376285727,54,48,52,female,group C,some college,standard,none,0
0,3,4,0,0,-0.5368348804106384,0.5953019506680352,0.5098503391452649,59,78,76,female,group D,some college,free/reduced,completed,0
0,1,5,1,1,-0.04846868236210499,-0.05200959328836049,-0.044943353112681036,66,69,68,female,group B,some high school,standard,none,1
1,4,4,1,1,0.6491973148500857,0.09183741647972742,0.2324534930162919,76,71,72,male,group E,some college,standard,none,1
0,3,3,1,1,0.5096641154076476,0.667225455552079,0.9259456083387243,74,79,82,female,group D,master's degree,standard,none,1
0,1,0,1,0,1.904996109832029,1.2426134946244307,1.6194377236611566,94,87,92,female,group B,associate's degree,standard,completed,2
1,2,4,0,1,-0.2577684815257622,-0.6273976323607121,-1.0158323145640864,63,61,54,male,group C,some college,free/reduced,none,1
0,4,0,1,0,1.974762709553248,1.3864605043925187,1.6194377236611566,95,89,92,female,group E,associate's degree,standard,completed,2
0,3,3,0,1,-1.8624002751138007,-0.7712446421288001,-1.0158323145640864,40,59,54,female,group D,master's degree,free/reduced,none,0
0,1,5,1,1,1.0677969131774,0.882995970204211,0.7872471852742378,82,82,80,female,group B,some high school,standard,none,2
1,0,2,1,1,0.09106451708033314,0.019913911595683467,-0.1836417761771675,68,70,66,male,group A,high school,standard,none,1
1,1,1,0,1,-0.8159012792955147,-0.7712446421288001,-1.0158323145640864,55,59,54,male,group B,bachelor's degree,free/reduced,none,0
1,2,3,1,1,0.8584971140137428,0.5953019506680352,0.5791995506775081,79,78,77,male,group C,master's degree,standard,none,1
0,2,1,1,1,1.3468633120622764,1.6022310190446505,1.2726916659999405,86,92,87,female,group C,bachelor's degree,standard,none,2
1,3,4,1,1,0.6491973148500857,0.09183741647972742,0.30180270454853514,76,71,73,male,group D,some college,standard,none,1
1,0,5,1,1,-0.18800188180454314,-1.4185561860851956,-1.7786736414187618,64,50,43,male,group A,some high school,standard,none,1
1,3,5,0,1,-0.3275350812469813,-1.4904796909692395,-1.1545307376285727,62,49,52,male,group D,some high school,free/reduced,none,1
0,1,5,1,0,-0.8856678790167338,-0.6273976323607121,-0.46103862230614046,54,61,62,female,group B,some high school,standard,completed,0
0,1,3,0,0,0.7189639145713047,1.9618485434648703,1.7581361467256431,77,97,94,female,group B,master's degree,free/reduced,completed,1
0,2,5,1,0,0.6491973148500857,1.2426134946244307,1.133993242935454,76,87,85,female,group C,some high school,standard,completed,1
0,3,4,1,1,0.5096641154076476,1.3864605043925187,1.0646440314032108,74,89,84,female,group D,some college,standard,none,1
0,4,4,1,0,-0.04846868236210499,0.3076079311318593,0.30180270454853514,66,74,73,female,group E,some college,standard,completed,1
0,3,5,1,0,-0.04846868236210499,0.5953019506680352,0.6485487622097513,66,78,78,female,group D,some high school,standard,completed,1
0,1,2,0,0,0.02129791735911408,0.5953019506680352,0.7178979737419946,67,78,79,female,group B,high school,free/reduced,completed,1
1,3,4,1,1,0.30036431624399035,-1.4904796909692395,-1.1545307376285727,71,49,52,male,group D,some college,standard,none,1
0,2,0,1,1,1.6956963106683718,1.1706899897403868,1.0646440314032108,91,86,84,female,group C,associate's degree,standard,none,2
1,3,1,1,1,0.1608311168015522,-0.843168147012844,-0.8077846799673566,69,58,57,male,group D,bachelor's degree,standard,none,1
1,2,3,0,1,-0.8856678790167338,-0.7712446421288001,-1.2932291606930593,54,59,50,male,group C,master's degree,free/reduced,none,0
1,2,2,1,0,-0.9554344787379528,-1.2747091763171077,-1.3625783722253024,53,52,49,male,group C,high school,standard,completed,0
1,4,4,1,1,0.09106451708033314,-0.6993211372447561,-0.6690862569028702,68,60,59,male,group E,some college,standard,none,1
1,2,5,0,0,-0.7461346795742957,-0.6273976323607121,-0.5997370453706269,56,61,60,male,group C,some high school,free/reduced,completed,0
0,2,2,0,1,-2.141466673998677,-1.2027856714330638,-1.7786736414187618,36,53,43,female,group C,high school,free/reduced,none,0
0,3,1,0,1,-2.6298328720472104,-2.065867730041591,-1.501276795289789,29,41,47,female,group D,bachelor's degree,free/reduced,none,0
0,2,0,1,1,-0.3275350812469813,0.3076079311318593,0.09375506995180544,62,74,70,female,group C,associate's degree,standard,none,1
0,2,0,1,0,0.09106451708033314,-0.1958566030564484,0.30180270454853514,68,67,73,female,group C,associate's degree,standard,completed,1
0,2,5,1,1,-1.3740340770652673,-1.1308621665490197,-1.0851815260963296,47,54,53,female,group C,some high school,standard,none,0
1,4,0,1,0,-0.3275350812469813,-0.6273976323607121,-0.7384354684351134,62,61,58,male,group E,associate's degree,standard,completed,1
0,4,0,1,0,0.8584971140137428,1.3145369995084746,1.7581361467256431,79,88,94,female,group E,associate's degree,standard,completed,1
1,1,2,1,0,0.4398975156864285,-0.05200959328836049,-0.044943353112681036,73,69,68,male,group B,high school,standard,completed,1
0,2,1,0,0,-0.04846868236210499,0.9549194750882549,0.9952948198709675,66,83,83,female,group C,bachelor's degree,free/reduced,completed,1
1,2,0,1,0,-1.094967678180391,-0.6993211372447561,-0.7384354684351134,51,60,58,male,group C,associate's degree,standard,completed,0
0,3,2,1,1,-1.094967678180391,-0.26778010794049234,-0.46103862230614046,51,66,62,female,group D,high school,standard,none,0
1,4,1,1,0,1.2770967123410573,-0.26778010794049234,0.16310428148404868,85,66,71,male,group E,bachelor's degree,standard,completed,2
1,0,0,1,0,2.114295908995686,1.6022310190446505,1.2033424544676972,97,92,86,male,group A,associate's degree,standard,completed,2
1,2,2,1,0,0.5794307151288666,-0.05200959328836049,-0.044943353112681036,75,69,68,male,group C,high school,standard,completed,1
1,3,0,0,0,0.8584971140137428,0.882995970204211,0.7872471852742378,79,82,80,male,group D,associate's degree,free/reduced,completed,1
0,2,0,1,1,0.998030313456181,0.5233784457839912,0.7178979737419946,81,77,79,female,group C,associate's degree,standard,none,2
0,3,0,1,1,1.0677969131774,1.8180015336967823,1.4113900890644269,82,95,89,female,group D,associate's degree,standard,none,2
0,3,3,1,1,-0.18800188180454314,-0.4835506225926242,-0.1836417761771675,64,63,66,female,group D,master's degree,standard,none,1
1,4,5,0,0,0.7887305142925238,0.9549194750882549,0.7872471852742378,78,83,80,male,group E,some high school,free/reduced,completed,1
0,0,5,1,0,1.7654629103895907,2.1776190581170023,1.9661837813223728,92,100,97,female,group A,some high school,standard,completed,2
1,2,2,1,0,0.3701309159652094,-0.1958566030564484,-0.32234019924165397,72,67,64,male,group C,high school,standard,completed,1
0,2,2,0,1,-0.3275350812469813,-0.1958566030564484,-0.32234019924165397,62,67,64,female,group C,high school,free/reduced,none,1
1,2,3,1,1,0.8584971140137428,0.16376092136377138,0.0244058584195622,79,72,69,male,group C,master's degree,standard,none,1
1,2,5,0,1,0.8584971140137428,0.4514549408999472,-0.25299098770941075,79,76,65,male,group C,some high school,free/reduced,none,1
1,1,1,0,0,1.4166299117834955,1.4583840092765625,1.3420408775321837,87,90,88,male,group B,bachelor's degree,free/reduced,completed,2
0,1,0,1,1,-1.8624002751138007,-1.5624031958532836,-1.2932291606930593,40,48,50,female,group B,associate's degree,standard,none,0
1,3,4,0,1,0.7189639145713047,-0.5554741274766681,-0.32234019924165397,77,62,64,male,group D,some college,free/reduced,none,1
1,4,0,1,1,-0.9554344787379528,-1.7781737105054154,-1.9867212760154915,53,45,40,male,group E,associate's degree,standard,none,0
0,2,4,0,1,-2.4205330728835532,-2.2097147398096793,-2.472165756741194,32,39,33,female,group C,some college,free/reduced,none,0
0,2,0,1,0,-0.8159012792955147,0.16376092136377138,0.7178979737419946,55,72,79,female,group C,associate's degree,standard,completed,0
1,2,3,0,1,-0.39730168096820034,-0.1958566030564484,-0.1836417761771675,61,67,66,male,group C,master's degree,free/reduced,none,1
0,1,0,0,1,-0.9554344787379528,0.019913911595683467,0.09375506995180544,53,70,70,female,group B,associate's degree,free/reduced,none,0
1,3,5,1,1,0.4398975156864285,-0.26778010794049234,-0.46103862230614046,73,66,62,male,group D,some high school,standard,none,1
0,3,4,1,0,0.5096641154076476,0.3795314360159032,0.7178979737419946,74,75,79,female,group D,some college,standard,completed,1
0,2,4,1,1,-0.2577684815257622,0.3076079311318593,0.37115191608077835,63,74,74,female,group C,some college,standard,none,1
1,2,1,1,0,2.044529309274467,1.4583840092765625,1.6194377236611566,96,90,92,male,group C,bachelor's degree,standard,completed,2
0,3,4,0,0,-0.2577684815257622,0.739148960436123,0.7872471852742378,63,80,80,female,group D,some college,free/reduced,completed,1
1,1,1,0,1,-1.3042674773440481,-1.3466326812011518,-1.5706260068220321,48,51,46,male,group B,bachelor's degree,free/reduced,none,0
1,1,0,1,1,-1.3042674773440481,-1.9220207202735033,-1.6399752183542755,48,43,45,male,group B,associate's degree,standard,none,0
0,4,1,0,0,1.7654629103895907,2.1776190581170023,2.1742314159191025,92,100,100,female,group E,bachelor's degree,free/reduced,completed,2
0,3,3,0,0,-0.39730168096820034,0.09183741647972742,0.6485487622097513,61,71,78,female,group D,master's degree,free/reduced,completed,1
1,1,2,0,1,-0.2577684815257622,-1.5624031958532836,-1.501276795289789,63,48,47,male,group B,high school,free/reduced,none,1
1,3,1,0,1,0.09106451708033314,-0.12393309817240444,-0.11429256464492427,68,68,67,male,group D,bachelor's degree,free/reduced,none,1
1,1,4,1,0,0.30036431624399035,0.3795314360159032,0.09375506995180544,71,75,70,male,group B,some college,standard,completed,1
1,0,1,1,1,1.6956963106683718,1.8899250385808264,1.6194377236611566,91,96,92,male,group A,bachelor's degree,standard,none,2
0,2,4,1,1,-0.9554344787379528,-0.5554741274766681,-0.8771338914995999,53,62,56,female,group C,some college,standard,none,0
0,2,2,0,0,-1.16473427790161,-0.26778010794049234,-0.32234019924165397,50,66,64,female,group C,high school,free/reduced,completed,0
0,4,2,1,1,0.5096641154076476,0.811072465320167,0.16310428148404868,74,81,71,female,group E,high school,standard,none,1
1,0,0,0,0,-1.8624002751138007,-1.0589386616649759,-1.0851815260963296,40,55,53,male,group A,associate's degree,free/reduced,completed,0
1,0,4,1,0,-0.39730168096820034,-1.3466326812011518,-1.1545307376285727,61,51,52,male,group A,some college,standard,completed,1
0,1,2,1,1,0.998030313456181,1.5303075141606066,1.4113900890644269,81,91,89,female,group B,high school,standard,none,2
0,1,4,0,0,-1.3042674773440481,-0.9870151567809319,-0.7384354684351134,48,56,58,female,group B,some college,free/reduced,completed,0
0,3,3,1,1,-0.9554344787379528,-0.6273976323607121,-0.044943353112681036,53,61,68,female,group D,master's degree,standard,none,0
0,3,5,1,1,0.998030313456181,1.9618485434648703,1.8968345697901297,81,97,96,female,group D,some high school,standard,none,2
0,4,5,1,1,0.7189639145713047,0.667225455552079,0.7872471852742378,77,79,80,female,group E,some high school,standard,none,1
0,3,1,0,1,-0.2577684815257622,0.23568442624781533,0.6485487622097513,63,73,78,female,group D,bachelor's degree,free/reduced,none,1
0,3,0,1,0,0.4398975156864285,0.3795314360159032,0.7872471852742378,73,75,80,female,group D,associate's degree,standard,completed,1
0,3,4,1,1,0.1608311168015522,0.5233784457839912,0.5791995506775081,69,77,77,female,group D,some college,standard,none,1
0,2,0,1,1,-0.11823528208332405,0.4514549408999472,0.5098503391452649,65,76,76,female,group C,associate's degree,standard,none,1
0,0,2,1,1,-0.8159012792955147,0.23568442624781533,0.30180270454853514,55,73,73,female,group A,high school,standard,none,0
0,2,1,0,1,-1.5833338762289244,-0.4835506225926242,-0.46103862230614046,44,63,62,female,group C,bachelor's degree,free/reduced,none,0
0,2,4,1,1,-0.8856678790167338,-0.41162711770858024,-0.25299098770941075,54,64,65,female,group C,some college,standard,none,0
0,0,5,1,1,-1.3042674773440481,-0.26778010794049234,-0.25299098770941075,48,66,65,female,group A,some high school,standard,none,0
1,2,4,0,1,-0.6066014801318576,-0.9150916518968879,-1.0158323145640864,58,57,54,male,group C,some college,free/reduced,none,0
1,0,5,1,1,0.30036431624399035,-0.5554741274766681,-1.2932291606930593,71,62,50,male,group A,some high school,standard,none,1
1,4,1,1,1,0.09106451708033314,-0.12393309817240444,-0.32234019924165397,68,68,64,male,group E,bachelor's degree,standard,none,1
0,4,2,1,1,0.5096641154076476,0.4514549408999472,0.30180270454853514,74,76,73,female,group E,high school,standard,none,1
0,2,1,1,0,1.7654629103895907,2.1776190581170023,2.1048822043868594,92,100,99,female,group C,bachelor's degree,standard,completed,2
0,2,1,1,0,-0.7461346795742957,0.667225455552079,0.2324534930162919,56,79,72,female,group C,bachelor's degree,standard,completed,0
1,0,5,1,1,-0.9554344787379528,-1.1308621665490197,-1.4319275837575458,53,54,48,male,group A,some high school,standard,none,0
0,3,2,1,1,0.1608311168015522,0.5233784457839912,0.30180270454853514,69,77,73,female,group D,high school,standard,none,1
0,3,5,1,1,-0.11823528208332405,0.882995970204211,0.856596396806481,65,82,81,female,group D,some high school,standard,none,1
0,3,3,1,1,-0.8856678790167338,-0.6993211372447561,-0.39168941077389724,54,60,63,female,group D,master's degree,standard,none,0
0,4,4,1,1,0.6491973148500857,0.5953019506680352,0.7872471852742378,76,78,80,female,group E,some college,standard,none,1
1,3,2,0,1,-0.4670682806894194,-0.9150916518968879,-1.223879949160816,60,57,51,male,group D,high school,free/reduced,none,0
1,3,3,0,0,1.2073301126198381,1.3864605043925187,1.4807393005966702,84,89,90,male,group D,master's degree,free/reduced,completed,2
1,2,5,1,1,0.5794307151288666,0.16376092136377138,-0.46103862230614046,75,72,62,male,group C,some high school,standard,none,1
0,2,0,1,1,1.2770967123410573,1.026842979972299,0.9259456083387243,85,84,82,female,group C,associate's degree,standard,none,2
0,2,3,0,1,-1.8624002751138007,-0.843168147012844,-1.0158323145640864,40,58,54,female,group C,master's degree,free/reduced,none,0
0,4,4,1,1,-0.39730168096820034,-0.41162711770858024,-0.46103862230614046,61,64,62,female,group E,some college,standard,none,1
0,1,0,1,1,-0.6066014801318576,-0.4835506225926242,-0.25299098770941075,58,63,65,female,group B,associate's degree,standard,none,0
1,3,4,0,0,0.1608311168015522,-0.6993211372447561,-0.39168941077389724,69,60,63,male,group D,some college,free/reduced,completed,1
0,2,4,1,1,-0.6066014801318576,-0.7712446421288001,-0.1836417761771675,58,59,66,female,group C,some college,standard,none,0
1,2,1,1,0,1.904996109832029,1.4583840092765625,1.5500885121289134,94,90,91,male,group C,bachelor's degree,standard,completed,2
0,2,0,1,1,-0.11823528208332405,0.5233784457839912,0.37115191608077835,65,77,74,female,group C,associate's degree,standard,none,1
0,0,0,1,1,1.0677969131774,1.6741545239286943,1.6887869351934,82,93,93,female,group A,associate's degree,standard,none,2
0,2,2,1,1,-0.4670682806894194,-0.12393309817240444,0.2324534930162919,60,68,72,female,group C,high school,standard,none,0
0,4,1,1,1,-2.071700074277458,-1.7781737105054154,-2.1254196990799783,37,45,38,female,group E,bachelor's degree,standard,none,0
1,3,1,1,1,1.4863965115047144,0.5953019506680352,0.9952948198709675,88,78,83,male,group D,bachelor's degree,standard,none,2
1,3,3,1,1,1.974762709553248,0.811072465320167,1.0646440314032108,95,81,84,male,group D,master's degree,standard,none,2
1,2,0,0,0,-0.11823528208332405,0.23568442624781533,-0.044943353112681036,65,73,68,male,group C,associate's degree,free/reduced,completed,1
0,2,2,0,1,-2.211233273719896,-0.6273976323607121,-1.0158323145640864,35,61,54,female,group C,high school,free/reduced,none,0
1,1,1,0,1,-0.3275350812469813,-0.4835506225926242,-0.8771338914995999,62,63,56,male,group B,bachelor's degree,free/reduced,none,1
1,2,2,0,0,-0.6066014801318576,-1.3466326812011518,-1.1545307376285727,58,51,52,male,group C,high school,free/reduced,completed,0
1,0,4,1,0,2.3235957081593432,1.8899250385808264,1.2033424544676972,100,96,86,male,group A,some college,standard,completed,2
0,4,1,0,1,-0.39730168096820034,-0.843168147012844,-0.46103862230614046,61,58,62,female,group E,bachelor's degree,free/reduced,none,1
1,3,4,1,0,2.3235957081593432,1.9618485434648703,2.1048822043868594,100,97,99,male,group D,some college,standard,completed,2
1,1,0,0,0,0.1608311168015522,0.019913911595683467,-0.39168941077389724,69,70,63,male,group B,associate's degree,free/reduced,completed,1
1,3,0,1,1,-0.39730168096820034,-1.5624031958532836,-1.5706260068220321,61,48,46,male,group D,associate's degree,standard,none,1
1,3,4,0,1,-1.2345008776228292,-0.9150916518968879,-1.5706260068220321,49,57,46,male,group D,some college,free/reduced,none,0
0,2,5,1,0,-1.5833338762289244,-1.3466326812011518,-0.9464831030318431,44,51,55,female,group C,some high school,standard,completed,0
1,3,4,1,1,0.02129791735911408,-0.41162711770858024,0.09375506995180544,67,64,70,male,group D,some college,standard,none,1
1,1,2,1,1,0.8584971140137428,-0.6993211372447561,-0.25299098770941075,79,60,65,male,group B,high school,standard,none,1
0,1,1,1,0,-0.04846868236210499,0.3076079311318593,0.856596396806481,66,74,81,female,group B,bachelor's degree,standard,completed,1
0,2,2,1,1,0.5794307151288666,1.3145369995084746,1.133993242935454,75,88,85,female,group C,high school,standard,none,1
1,3,5,1,1,1.2073301126198381,1.026842979972299,0.7872471852742378,84,84,80,male,group D,some high school,standard,none,2
1,0,2,1,1,0.30036431624399035,0.3076079311318593,-0.32234019924165397,71,74,64,male,group A,high school,standard,none,1
0,1,2,0,0,0.02129791735911408,0.739148960436123,0.856596396806481,67,80,81,female,group B,high school,free/reduced,completed,1
0,3,5,1,0,0.928263713734962,1.6022310190446505,1.3420408775321837,80,92,88,female,group D,some high school,standard,completed,2
1,4,4,1,1,1.3468633120622764,0.4514549408999472,0.37115191608077835,86,76,74,male,group E,some college,standard,none,2
0,3,0,1,1,0.6491973148500857,0.3076079311318593,0.30180270454853514,76,74,73,female,group D,associate's degree,standard,none,1
1,3,2,1,1,-1.7926336753925818,-1.2747091763171077,-1.223879949160816,41,52,51,male,group D,high school,standard,none,0
0,3,0,0,0,0.5096641154076476,1.3145369995084746,1.4807393005966702,74,88,90,female,group D,associate's degree,free/reduced,completed,1
0,1,5,0,1,0.3701309159652094,0.811072465320167,0.7178979737419946,72,81,79,female,group B,some high school,free/reduced,none,1
0,4,2,1,0,0.5096641154076476,0.667225455552079,0.7872471852742378,74,79,80,female,group E,high school,standard,completed,1
1,1,2,1,1,0.23059771652277128,-0.3397036128245363,-0.5997370453706269,70,65,60,male,group B,high school,standard,none,1
0,1,1,1,0,-0.11823528208332405,0.811072465320167,0.856596396806481,65,81,81,female,group B,bachelor's degree,standard,completed,1
0,3,0,1,1,-0.5368348804106384,0.019913911595683467,-0.25299098770941075,59,70,65,female,group D,associate's degree,standard,none,0
0,4,2,0,1,-0.18800188180454314,-0.5554741274766681,-0.044943353112681036,64,62,68,female,group E,high school,free/reduced,none,1
0,1,2,1,1,-1.16473427790161,-1.2027856714330638,-0.9464831030318431,50,53,55,female,group B,high school,standard,none,0
0,3,4,1,0,0.1608311168015522,0.667225455552079,0.856596396806481,69,79,81,female,group D,some college,standard,completed,1
1,2,5,0,0,-1.094967678180391,-0.9870151567809319,-1.0851815260963296,51,56,53,male,group C,some high school,free/reduced,completed,0
0,0,2,1,0,0.09106451708033314,0.739148960436123,0.5098503391452649,68,80,76,female,group A,high school,standard,completed,1
0,3,4,1,0,1.2770967123410573,1.1706899897403868,2.035532992854616,85,86,98,female,group D,some college,standard,completed,2
0,0,0,1,0,-0.11823528208332405,0.019913911595683467,0.37115191608077835,65,70,74,female,group A,associate's degree,standard,completed,1
0,1,5,1,1,0.4398975156864285,0.667225455552079,0.7178979737419946,73,79,79,female,group B,some high school,standard,none,1
0,1,4,1,1,-0.3275350812469813,-0.1958566030564484,-0.11429256464492427,62,67,67,female,group B,some college,standard,none,1
1,2,0,0,1,0.7189639145713047,-0.1958566030564484,-0.32234019924165397,77,67,64,male,group C,associate's degree,free/reduced,none,1
1,3,5,1,1,0.1608311168015522,-0.26778010794049234,-0.5303878338383837,69,66,61,male,group D,some high school,standard,none,1
0,3,0,0,1,-1.6531004759501435,-0.6993211372447561,-0.7384354684351134,43,60,58,female,group D,associate's degree,free/reduced,none,0
1,3,0,1,1,1.6259297109471527,1.2426134946244307,1.133993242935454,90,87,85,male,group D,associate's degree,standard,none,2
1,2,4,0,1,0.5096641154076476,0.5233784457839912,0.30180270454853514,74,77,73,male,group C,some college,free/reduced,none,1
1,2,5,1,1,0.4398975156864285,-0.26778010794049234,-0.39168941077389724,73,66,63,male,group C,some high school,standard,none,1
0,3,4,0,1,-0.8159012792955147,0.09183741647972742,0.0244058584195622,55,71,69,female,group D,some college,free/reduced,none,0
0,2,2,1,1,-0.11823528208332405,-0.05200959328836049,-0.11429256464492427,65,69,67,female,group C,high school,standard,none,1
1,3,0,1,1,0.928263713734962,-0.4835506225926242,-0.39168941077389724,80,63,63,male,group D,associate's degree,standard,none,2
0,2,5,0,0,-1.16473427790161,-0.6993211372447561,-0.5997370453706269,50,60,60,female,group C,some high school,free/reduced,completed,0
0,2,4,0,0,-0.2577684815257622,0.23568442624781533,0.16310428148404868,63,73,71,female,group C,some college,free/reduced,completed,1
0,1,1,0,1,0.7189639145713047,1.0987664848563428,1.2726916659999405,77,85,87,female,group B,bachelor's degree,free/reduced,none,1
1,2,4,1,1,0.4398975156864285,0.3076079311318593,-0.5303878338383837,73,74,61,male,group C,some college,standard,none,1
1,3,0,1,0,0.998030313456181,0.16376092136377138,0.5791995506775081,81,72,77,male,group D,associate's degree,standard,completed,2
0,2,2,0,1,-0.04846868236210499,0.4514549408999472,-0.044943353112681036,66,76,68,female,group C,high school,free/reduced,none,1
1,3,0,0,1,-1.0252010784591719,-0.9150916518968879,-1.2932291606930593,52,57,50,male,group D,associate's degree,free/reduced,none,0
0,2,4,1,1,0.1608311168015522,0.5953019506680352,0.5098503391452649,69,78,76,female,group C,some college,standard,none,1
0,2,0,1,0,-0.11823528208332405,1.026842979972299,1.0646440314032108,65,84,84,female,group C,associate's degree,standard,completed,1
0,3,2,1,0,0.1608311168015522,0.5233784457839912,0.6485487622097513,69,77,78,female,group D,high school,standard,completed,1
0,1,4,1,0,-1.16473427790161,-0.41162711770858024,-0.1836417761771675,50,64,66,female,group B,some college,standard,completed,0
0,4,4,1,0,0.4398975156864285,0.5953019506680352,0.5098503391452649,73,78,76,female,group E,some college,standard,completed,1
0,2,5,1,0,0.23059771652277128,0.882995970204211,0.5098503391452649,70,82,76,female,group C,some high school,standard,completed,1
